"Special Education Expenditures, 2022-23"
"All Districts"

"District","District Code","Description","Amount"
"Ledyard School District","=""0720011""","Purchased Services Other Than Transportation","$1,499,173"
"Ledyard School District","=""0720011""","Special Education Tuition","$2,498,549"
"Ledyard School District","=""0720011""","Supplies","$106,447"
"Ledyard School District","=""0720011""","Property Services","$56,033"
"Ledyard School District","=""0720011""","Purchased Services For Transportation","$1,074,713"
"Ledyard School District","=""0720011""","Equipment","$10,216"
"Ledyard School District","=""0720011""","All Other Expenditures","$7,890"
"Ledyard School District","=""0720011""","Total","$12,251,914"
"Lisbon School District","=""0730011""","Teacher Salaries","$917,032"
"Lisbon School District","=""0730011""","Instructional Aide Salaries","$158,329"
"Lisbon School District","=""0730011""","Other Salaries","$135,057"
"Lisbon School District","=""0730011""","Employee Benefits","$329,904"
"Lisbon School District","=""0730011""","Purchased Services Other Than Transportation","$413,185"
"Lisbon School District","=""0730011""","Special Education Tuition","$1,198,367"
"Lisbon School District","=""0730011""","Supplies","$18,674"
"Lisbon School District","=""0730011""","Property Services","$0"
"Lisbon School District","=""0730011""","Purchased Services For Transportation","$361,855"
"Lisbon School District","=""0730011""","Equipment","$3,370"
"Lisbon School District","=""0730011""","All Other Expenditures","$1,502"
"Lisbon School District","=""0730011""","Total","$3,537,274"
"Litchfield School District","=""0740011""","Teacher Salaries","$582,654"
"Litchfield School District","=""0740011""","Instructional Aide Salaries","$884,971"
"Litchfield School District","=""0740011""","Other Salaries","$14,374"
"Litchfield School District","=""0740011""","Employee Benefits","$424,149"
"Litchfield School District","=""0740011""","Purchased Services Other Than Transportation","$128,951"
"Litchfield School District","=""0740011""","Special Education Tuition","$669,807"
"Litchfield School District","=""0740011""","Supplies","$0"
"Litchfield School District","=""0740011""","Property Services","$0"
"Litchfield School District","=""0740011""","Purchased Services For Transportation","$237,459"
"Litchfield School District","=""0740011""","Equipment","$0"
"Litchfield School District","=""0740011""","All Other Expenditures","$0"
"Litchfield School District","=""0740011""","Total","$2,942,364"
"Madison School District","=""0760011""","Teacher Salaries","$5,003,625"
"Madison School District","=""0760011""","Instructional Aide Salaries","$38,197"
"Madison School District","=""0760011""","Other Salaries","$1,627,430"
"Madison School District","=""0760011""","Employee Benefits","$1,988,882"
"Madison School District","=""0760011""","Purchased Services Other Than Transportation","$834,739"
"Madison School District","=""0760011""","Special Education Tuition","$2,896,782"
"Madison School District","=""0760011""","Supplies","$73,831"
"Madison School District","=""0760011""","Property Services","$0"
"Madison School District","=""0760011""","Purchased Services For Transportation","$1,616,645"
"Madison School District","=""0760011""","Equipment","$28,584"
"Madison School District","=""0760011""","All Other Expenditures","$0"
"Madison School District","=""0760011""","Total","$14,108,715"
"Manchester School District","=""0770011""","Teacher Salaries","$7,795,027"
"Manchester School District","=""0770011""","Instructional Aide Salaries","$3,516,329"
"Manchester School District","=""0770011""","Other Salaries","$3,220,974"
"Manchester School District","=""0770011""","Employee Benefits","$5,351,139"
"Manchester School District","=""0770011""","Purchased Services Other Than Transportation","$5,018,578"
"Manchester School District","=""0770011""","Special Education Tuition","$6,700,649"
"Manchester School District","=""0770011""","Supplies","$134,508"
"Manchester School District","=""0770011""","Property Services","$35,129"
"Manchester School District","=""0770011""","Purchased Services For Transportation","$2,802,133"
"Manchester School District","=""0770011""","Equipment","$18,949"
"Manchester School District","=""0770011""","All Other Expenditures","$2,606"
"Manchester School District","=""0770011""","Total","$34,596,019"
"Mansfield School District","=""0780011""","Teacher Salaries","$1,446,362"
"Mansfield School District","=""0780011""","Instructional Aide Salaries","$892,303"
"Mansfield School District","=""0780011""","Other Salaries","$348,907"
"Mansfield School District","=""0780011""","Employee Benefits","$899,903"
"Mansfield School District","=""0780011""","Purchased Services Other Than Transportation","$311,117"
"Mansfield School District","=""0780011""","Special Education Tuition","$315,950"
"Mansfield School District","=""0780011""","Supplies","$33,022"
"Mansfield School District","=""0780011""","Property Services","$320"
"Mansfield School District","=""0780011""","Purchased Services For Transportation","$134,642"
"Mansfield School District","=""0780011""","Equipment","$7,988"
"Mansfield School District","=""0780011""","All Other Expenditures","$1,690"
"Mansfield School District","=""0780011""","Total","$4,392,204"
"Marlborough School District","=""0790011""","Teacher Salaries","$602,483"
"Marlborough School District","=""0790011""","Instructional Aide Salaries","$373,512"
"Marlborough School District","=""0790011""","Other Salaries","$207,671"
"Marlborough School District","=""0790011""","Employee Benefits","$84,341"
"Marlborough School District","=""0790011""","Purchased Services Other Than Transportation","$80,136"
"Marlborough School District","=""0790011""","Special Education Tuition","$213,474"
"Marlborough School District","=""0790011""","Supplies","$62,759"
"Marlborough School District","=""0790011""","Property Services","$0"
"Marlborough School District","=""0790011""","Purchased Services For Transportation","$105,473"
"Marlborough School District","=""0790011""","Equipment","$0"
"Marlborough School District","=""0790011""","All Other Expenditures","$983"
"Marlborough School District","=""0790011""","Total","$1,730,831"
"Meriden School District","=""0800011""","Teacher Salaries","$7,508,355"
"Meriden School District","=""0800011""","Instructional Aide Salaries","$3,101,063"
"Meriden School District","=""0800011""","Other Salaries","$6,463,325"
"Meriden School District","=""0800011""","Employee Benefits","$4,602,774"
"Meriden School District","=""0800011""","Purchased Services Other Than Transportation","$1,457,614"
"Meriden School District","=""0800011""","Special Education Tuition","$9,215,367"
"Meriden School District","=""0800011""","Supplies","$425,529"
"Meriden School District","=""0800011""","Property Services","$172,311"
"Meriden School District","=""0800011""","Purchased Services For Transportation","$3,699,077"
"Meriden School District","=""0800011""","Equipment","$25,784"
"Meriden School District","=""0800011""","All Other Expenditures","$1,392"
"Meriden School District","=""0800011""","Total","$36,672,590"
"Middletown School District","=""0830011""","Teacher Salaries","$8,033,306"
"Middletown School District","=""0830011""","Instructional Aide Salaries","$5,158,520"
"Middletown School District","=""0830011""","Other Salaries","$1,312,230"
"Middletown School District","=""0830011""","Employee Benefits","$3,686,078"
"Middletown School District","=""0830011""","Purchased Services Other Than Transportation","$922,948"
"Middletown School District","=""0830011""","Special Education Tuition","$5,987,548"
"Middletown School District","=""0830011""","Supplies","$252,647"
"Middletown School District","=""0830011""","Property Services","$5,051"
"Middletown School District","=""0830011""","Purchased Services For Transportation","$3,153,072"
"Middletown School District","=""0830011""","Equipment","$0"
"Middletown School District","=""0830011""","All Other Expenditures","$1,089"
"Middletown School District","=""0830011""","Total","$28,512,490"
"Milford School District","=""0840011""","Teacher Salaries","$10,210,813"
"Milford School District","=""0840011""","Instructional Aide Salaries","$3,421,245"
"Milford School District","=""0840011""","Other Salaries","$1,722,078"
"Milford School District","=""0840011""","Employee Benefits","$5,926,786"
"Milford School District","=""0840011""","Purchased Services Other Than Transportation","$665,343"
"Milford School District","=""0840011""","Special Education Tuition","$7,960,203"
"Milford School District","=""0840011""","Supplies","$139,443"
"Milford School District","=""0840011""","Property Services","$2,208"
"Milford School District","=""0840011""","Purchased Services For Transportation","$3,013,856"
"Milford School District","=""0840011""","Equipment","$30,697"
"Milford School District","=""0840011""","All Other Expenditures","$27,433"
"Milford School District","=""0840011""","Total","$33,120,106"
"Monroe School District","=""0850011""","Teacher Salaries","$5,362,192"
"Monroe School District","=""0850011""","Instructional Aide Salaries","$327,540"
"Monroe School District","=""0850011""","Other Salaries","$2,558,539"
"Monroe School District","=""0850011""","Employee Benefits","$1,863,089"
"Monroe School District","=""0850011""","Purchased Services Other Than Transportation","$1,190,434"
"Monroe School District","=""0850011""","Special Education Tuition","$2,189,889"
"Monroe School District","=""0850011""","Supplies","$48,144"
"Monroe School District","=""0850011""","Property Services","$2,139"
"Monroe School District","=""0850011""","Purchased Services For Transportation","$1,242,455"
"Monroe School District","=""0850011""","Equipment","$3,230"
"Monroe School District","=""0850011""","All Other Expenditures","$2,940"
"Monroe School District","=""0850011""","Total","$14,790,589"
"Montville School District","=""0860011""","Teacher Salaries","$3,863,893"
"Montville School District","=""0860011""","Instructional Aide Salaries","$1,561,331"
"Montville School District","=""0860011""","Other Salaries","$1,215,089"
"Montville School District","=""0860011""","Employee Benefits","$1,429,131"
