"Special Education Expenditures, 2020-21"
"All Districts"

"District","District Code","Description","Amount"
"Rocky Hill School District","=""1190011""","Instructional Aide Salaries","$1,436,817"
"Rocky Hill School District","=""1190011""","Other Salaries","$530,269"
"Rocky Hill School District","=""1190011""","Employee Benefits","$1,281,938"
"Rocky Hill School District","=""1190011""","Purchased Services Other Than Transportation","$352,678"
"Rocky Hill School District","=""1190011""","Special Education Tuition","$865,486"
"Rocky Hill School District","=""1190011""","Supplies","$28,260"
"Rocky Hill School District","=""1190011""","Property Services","$0"
"Rocky Hill School District","=""1190011""","Purchased Services For Transportation","$571,876"
"Rocky Hill School District","=""1190011""","Equipment","$36,674"
"Rocky Hill School District","=""1190011""","All Other Expenditures","$559"
"Rocky Hill School District","=""1190011""","Total","$9,299,673"
"Salem School District","=""1210011""","Teacher Salaries","$626,748"
"Salem School District","=""1210011""","Instructional Aide Salaries","$291,017"
"Salem School District","=""1210011""","Other Salaries","$0"
"Salem School District","=""1210011""","Employee Benefits","$174,546"
"Salem School District","=""1210011""","Purchased Services Other Than Transportation","$349,398"
"Salem School District","=""1210011""","Special Education Tuition","$1,426,135"
"Salem School District","=""1210011""","Supplies","$1,985"
"Salem School District","=""1210011""","Property Services","$0"
"Salem School District","=""1210011""","Purchased Services For Transportation","$176,487"
"Salem School District","=""1210011""","Equipment","$9,233"
"Salem School District","=""1210011""","All Other Expenditures","$0"
"Salem School District","=""1210011""","Total","$3,055,548"
"Salisbury School District","=""1220011""","Teacher Salaries","$696,440"
"Salisbury School District","=""1220011""","Instructional Aide Salaries","$0"
"Salisbury School District","=""1220011""","Other Salaries","$272,538"
"Salisbury School District","=""1220011""","Employee Benefits","$308,389"
"Salisbury School District","=""1220011""","Purchased Services Other Than Transportation","$54,916"
"Salisbury School District","=""1220011""","Special Education Tuition","$27,220"
"Salisbury School District","=""1220011""","Supplies","$11,222"
"Salisbury School District","=""1220011""","Property Services","$0"
"Salisbury School District","=""1220011""","Purchased Services For Transportation","$85,605"
"Salisbury School District","=""1220011""","Equipment","$3,019"
"Salisbury School District","=""1220011""","All Other Expenditures","$0"
"Salisbury School District","=""1220011""","Total","$1,459,349"
"Scotland School District","=""1230011""","Teacher Salaries","$225,224"
"Scotland School District","=""1230011""","Instructional Aide Salaries","$145,862"
"Scotland School District","=""1230011""","Other Salaries","$51,138"
"Scotland School District","=""1230011""","Employee Benefits","$15,982"
"Scotland School District","=""1230011""","Purchased Services Other Than Transportation","$21,127"
"Scotland School District","=""1230011""","Special Education Tuition","$12,248"
"Scotland School District","=""1230011""","Supplies","$1,918"
"Scotland School District","=""1230011""","Property Services","$0"
"Scotland School District","=""1230011""","Purchased Services For Transportation","$0"
"Scotland School District","=""1230011""","Equipment","$273"
"Scotland School District","=""1230011""","All Other Expenditures","$0"
"Scotland School District","=""1230011""","Total","$473,772"
"Seymour School District","=""1240011""","Teacher Salaries","$3,239,485"
"Seymour School District","=""1240011""","Instructional Aide Salaries","$819,554"
"Seymour School District","=""1240011""","Other Salaries","$292,857"
"Seymour School District","=""1240011""","Employee Benefits","$671,021"
"Seymour School District","=""1240011""","Purchased Services Other Than Transportation","$304,466"
"Seymour School District","=""1240011""","Special Education Tuition","$2,458,234"
"Seymour School District","=""1240011""","Supplies","$2,410"
"Seymour School District","=""1240011""","Property Services","$2,912"
"Seymour School District","=""1240011""","Purchased Services For Transportation","$892,364"
"Seymour School District","=""1240011""","Equipment","$0"
"Seymour School District","=""1240011""","All Other Expenditures","$0"
"Seymour School District","=""1240011""","Total","$8,683,303"
"Sharon School District","=""1250011""","Teacher Salaries","$247,360"
"Sharon School District","=""1250011""","Instructional Aide Salaries","$0"
"Sharon School District","=""1250011""","Other Salaries","$96,801"
"Sharon School District","=""1250011""","Employee Benefits","$111,700"
"Sharon School District","=""1250011""","Purchased Services Other Than Transportation","$19,505"
"Sharon School District","=""1250011""","Special Education Tuition","$0"
"Sharon School District","=""1250011""","Supplies","$3,986"
"Sharon School District","=""1250011""","Property Services","$0"
"Sharon School District","=""1250011""","Purchased Services For Transportation","$30,405"
"Sharon School District","=""1250011""","Equipment","$1,073"
"Sharon School District","=""1250011""","All Other Expenditures","$0"
"Sharon School District","=""1250011""","Total","$510,830"
"Shelton School District","=""1260011""","Teacher Salaries","$8,183,009"
"Shelton School District","=""1260011""","Instructional Aide Salaries","$1,866,600"
"Shelton School District","=""1260011""","Other Salaries","$703,818"
"Shelton School District","=""1260011""","Employee Benefits","$2,592,017"
"Shelton School District","=""1260011""","Purchased Services Other Than Transportation","$659,150"
"Shelton School District","=""1260011""","Special Education Tuition","$3,471,569"
"Shelton School District","=""1260011""","Supplies","$111,139"
"Shelton School District","=""1260011""","Property Services","$214"
"Shelton School District","=""1260011""","Purchased Services For Transportation","$1,037,953"
"Shelton School District","=""1260011""","Equipment","$10,843"
"Shelton School District","=""1260011""","All Other Expenditures","$0"
"Shelton School District","=""1260011""","Total","$18,636,313"
"Sherman School District","=""1270011""","Teacher Salaries","$348,606"
"Sherman School District","=""1270011""","Instructional Aide Salaries","$272,192"
"Sherman School District","=""1270011""","Other Salaries","$352,356"
"Sherman School District","=""1270011""","Employee Benefits","$162,306"
"Sherman School District","=""1270011""","Purchased Services Other Than Transportation","$52,589"
"Sherman School District","=""1270011""","Special Education Tuition","$483,438"
"Sherman School District","=""1270011""","Supplies","$10,083"
"Sherman School District","=""1270011""","Property Services","$0"
"Sherman School District","=""1270011""","Purchased Services For Transportation","$29,750"
"Sherman School District","=""1270011""","Equipment","$200"
"Sherman School District","=""1270011""","All Other Expenditures","$25"
"Sherman School District","=""1270011""","Total","$1,711,544"
"Side By Side Charter School District","=""2700013""","Teacher Salaries","$113,355"
"Side By Side Charter School District","=""2700013""","Instructional Aide Salaries","$0"
"Side By Side Charter School District","=""2700013""","Other Salaries","$0"
"Side By Side Charter School District","=""2700013""","Employee Benefits","$23,040"
"Side By Side Charter School District","=""2700013""","Purchased Services Other Than Transportation","$0"
"Side By Side Charter School District","=""2700013""","Special Education Tuition","$0"
"Side By Side Charter School District","=""2700013""","Supplies","$0"
"Side By Side Charter School District","=""2700013""","Property Services","$0"
"Side By Side Charter School District","=""2700013""","Purchased Services For Transportation","$0"
"Side By Side Charter School District","=""2700013""","Equipment","$0"
"Side By Side Charter School District","=""2700013""","All Other Expenditures","$0"
"Side By Side Charter School District","=""2700013""","Total","$136,395"
"Simsbury School District","=""1280011""","Teacher Salaries","$6,160,599"
"Simsbury School District","=""1280011""","Instructional Aide Salaries","$3,430,931"
"Simsbury School District","=""1280011""","Other Salaries","$613,030"
"Simsbury School District","=""1280011""","Employee Benefits","$2,013,496"
"Simsbury School District","=""1280011""","Purchased Services Other Than Transportation","$1,651,744"
"Simsbury School District","=""1280011""","Special Education Tuition","$3,334,464"
"Simsbury School District","=""1280011""","Supplies","$59,831"
"Simsbury School District","=""1280011""","Property Services","$0"
"Simsbury School District","=""1280011""","Purchased Services For Transportation","$1,128,530"
"Simsbury School District","=""1280011""","Equipment","$35,838"
"Simsbury School District","=""1280011""","All Other Expenditures","$0"
"Simsbury School District","=""1280011""","Total","$18,428,463"
"Somers School District","=""1290011""","Teacher Salaries","$1,984,398"
"Somers School District","=""1290011""","Instructional Aide Salaries","$874,158"
"Somers School District","=""1290011""","Other Salaries","$310,600"
"Somers School District","=""1290011""","Employee Benefits","$682,911"
"Somers School District","=""1290011""","Purchased Services Other Than Transportation","$178,145"
"Somers School District","=""1290011""","Special Education Tuition","$740,553"
"Somers School District","=""1290011""","Supplies","$31,523"
"Somers School District","=""1290011""","Property Services","$0"
"Somers School District","=""1290011""","Purchased Services For Transportation","$449,495"
"Somers School District","=""1290011""","Equipment","$23,744"
"Somers School District","=""1290011""","All Other Expenditures","$250"
"Somers School District","=""1290011""","Total","$5,275,776"
"South Windsor School District","=""1320011""","Teacher Salaries","$5,646,176"
"South Windsor School District","=""1320011""","Instructional Aide Salaries","$2,977,268"
"South Windsor School District","=""1320011""","Other Salaries","$1,337,619"
"South Windsor School District","=""1320011""","Employee Benefits","$2,114,581"
"South Windsor School District","=""1320011""","Purchased Services Other Than Transportation","$1,462,968"
"South Windsor School District","=""1320011""","Special Education Tuition","$2,592,490"
"South Windsor School District","=""1320011""","Supplies","$97,712"
"South Windsor School District","=""1320011""","Property Services","$36,234"
"South Windsor School District","=""1320011""","Purchased Services For Transportation","$1,051,993"
"South Windsor School District","=""1320011""","Equipment","$30,843"
"South Windsor School District","=""1320011""","All Other Expenditures","$3,675"
"South Windsor School District","=""1320011""","Total","$17,351,559"
"Southington School District","=""1310011""","Teacher Salaries","$8,858,819"
"Southington School District","=""1310011""","Instructional Aide Salaries","$5,843,978"
"Southington School District","=""1310011""","Other Salaries","$1,663,608"
"Southington School District","=""1310011""","Employee Benefits","$5,873,241"
"Southington School District","=""1310011""","Purchased Services Other Than Transportation","$604,627"
"Southington School District","=""1310011""","Special Education Tuition","$5,055,724"
"Southington School District","=""1310011""","Supplies","$159,425"
"Southington School District","=""1310011""","Property Services","$46,173"
"Southington School District","=""1310011""","Purchased Services For Transportation","$1,915,362"
"Southington School District","=""1310011""","Equipment","$62,161"
"Southington School District","=""1310011""","All Other Expenditures","$0"
"Southington School District","=""1310011""","Total","$30,083,117"
"Sprague School District","=""1330011""","Teacher Salaries","$350,225"
"Sprague School District","=""1330011""","Instructional Aide Salaries","$169,404"
"Sprague School District","=""1330011""","Other Salaries","$158,916"
"Sprague School District","=""1330011""","Employee Benefits","$238,005"
"Sprague School District","=""1330011""","Purchased Services Other Than Transportation","$173,292"
"Sprague School District","=""1330011""","Special Education Tuition","$917,687"
"Sprague School District","=""1330011""","Supplies","$5,001"
"Sprague School District","=""1330011""","Property Services","$0"
"Sprague School District","=""1330011""","Purchased Services For Transportation","$76,099"
"Sprague School District","=""1330011""","Equipment","$0"
"Sprague School District","=""1330011""","All Other Expenditures","$550"
"Sprague School District","=""1330011""","Total","$2,089,179"
"Stafford School District","=""1340011""","Teacher Salaries","$2,077,168"
"Stafford School District","=""1340011""","Instructional Aide Salaries","$1,025,472"
"Stafford School District","=""1340011""","Other Salaries","$300,659"
"Stafford School District","=""1340011""","Employee Benefits","$888,950"
"Stafford School District","=""1340011""","Purchased Services Other Than Transportation","$303,121"
"Stafford School District","=""1340011""","Special Education Tuition","$1,378,406"
"Stafford School District","=""1340011""","Supplies","$34,561"
"Stafford School District","=""1340011""","Property Services","$6,090"
"Stafford School District","=""1340011""","Purchased Services For Transportation","$491,698"
"Stafford School District","=""1340011""","Equipment","$0"
"Stafford School District","=""1340011""","All Other Expenditures","$690"
"Stafford School District","=""1340011""","Total","$6,506,817"
"Stamford Charter School for Excellence District","=""2960013""","Teacher Salaries","$138,065"
"Stamford Charter School for Excellence District","=""2960013""","Instructional Aide Salaries","$0"
"Stamford Charter School for Excellence District","=""2960013""","Other Salaries","$0"
"Stamford Charter School for Excellence District","=""2960013""","Employee Benefits","$31,643"
"Stamford Charter School for Excellence District","=""2960013""","Purchased Services Other Than Transportation","$0"
"Stamford Charter School for Excellence District","=""2960013""","Special Education Tuition","$0"
"Stamford Charter School for Excellence District","=""2960013""","Supplies","$0"
"Stamford Charter School for Excellence District","=""2960013""","Property Services","$0"
"Stamford Charter School for Excellence District","=""2960013""","Purchased Services For Transportation","$0"
"Stamford Charter School for Excellence District","=""2960013""","Equipment","$0"
"Stamford Charter School for Excellence District","=""2960013""","All Other Expenditures","$0"
"Stamford Charter School for Excellence District","=""2960013""","Total","$169,707"
"Stamford School District","=""1350011""","Teacher Salaries","$19,119,137"
"Stamford School District","=""1350011""","Instructional Aide Salaries","$9,794,444"
"Stamford School District","=""1350011""","Other Salaries","$11,184,404"
"Stamford School District","=""1350011""","Employee Benefits","$10,108,228"
"Stamford School District","=""1350011""","Purchased Services Other Than Transportation","$5,604,045"
"Stamford School District","=""1350011""","Special Education Tuition","$19,164,334"
"Stamford School District","=""1350011""","Supplies","$465,117"
"Stamford School District","=""1350011""","Property Services","$0"
"Stamford School District","=""1350011""","Purchased Services For Transportation","$5,838,562"
"Stamford School District","=""1350011""","Equipment","$279,534"
"Stamford School District","=""1350011""","All Other Expenditures","$72,013"
"Stamford School District","=""1350011""","Total","$81,629,820"
"Sterling School District","=""1360011""","Teacher Salaries","$595,825"
"Sterling School District","=""1360011""","Instructional Aide Salaries","$354,786"
"Sterling School District","=""1360011""","Other Salaries","$47,838"
"Sterling School District","=""1360011""","Employee Benefits","$334,170"
"Sterling School District","=""1360011""","Purchased Services Other Than Transportation","$43,263"
"Sterling School District","=""1360011""","Special Education Tuition","$906,506"
"Sterling School District","=""1360011""","Supplies","$36,155"
"Sterling School District","=""1360011""","Property Services","$716"
"Sterling School District","=""1360011""","Purchased Services For Transportation","$544"
"Sterling School District","=""1360011""","Equipment","$212"
"Sterling School District","=""1360011""","All Other Expenditures","$15"
"Sterling School District","=""1360011""","Total","$2,320,032"
"Stonington School District","=""1370011""","Teacher Salaries","$3,857,681"
"Stonington School District","=""1370011""","Instructional Aide Salaries","$1,190,732"
"Stonington School District","=""1370011""","Other Salaries","$945,853"
"Stonington School District","=""1370011""","Employee Benefits","$1,505,162"
"Stonington School District","=""1370011""","Purchased Services Other Than Transportation","$191,814"
"Stonington School District","=""1370011""","Special Education Tuition","$3,017,050"
"Stonington School District","=""1370011""","Supplies","$55,862"
"Stonington School District","=""1370011""","Property Services","$0"
"Stonington School District","=""1370011""","Purchased Services For Transportation","$317,140"
"Stonington School District","=""1370011""","Equipment","$943"
"Stonington School District","=""1370011""","All Other Expenditures","$391"
"Stonington School District","=""1370011""","Total","$11,082,628"
"Stratford School District","=""1380011""","Teacher Salaries","$3,878,582"
"Stratford School District","=""1380011""","Instructional Aide Salaries","$0"
"Stratford School District","=""1380011""","Other Salaries","$10,788,407"
"Stratford School District","=""1380011""","Employee Benefits","$4,914,089"
"Stratford School District","=""1380011""","Purchased Services Other Than Transportation","$3,275,601"
"Stratford School District","=""1380011""","Special Education Tuition","$9,306,020"
"Stratford School District","=""1380011""","Supplies","$71,228"
"Stratford School District","=""1380011""","Property Services","$27,244"
"Stratford School District","=""1380011""","Purchased Services For Transportation","$1,780,382"
"Stratford School District","=""1380011""","Equipment","$23,396"
"Stratford School District","=""1380011""","All Other Expenditures","$250"
"Stratford School District","=""1380011""","Total","$34,065,200"
"Suffield School District","=""1390011""","Teacher Salaries","$2,905,440"
"Suffield School District","=""1390011""","Instructional Aide Salaries","$1,094,138"
"Suffield School District","=""1390011""","Other Salaries","$538,936"
"Suffield School District","=""1390011""","Employee Benefits","$1,092,021"
"Suffield School District","=""1390011""","Purchased Services Other Than Transportation","$284,454"
"Suffield School District","=""1390011""","Special Education Tuition","$2,541,230"
"Suffield School District","=""1390011""","Supplies","$16,090"
"Suffield School District","=""1390011""","Property Services","$0"
"Suffield School District","=""1390011""","Purchased Services For Transportation","$351,645"
"Suffield School District","=""1390011""","Equipment","$16,591"
"Suffield School District","=""1390011""","All Other Expenditures","$0"
"Suffield School District","=""1390011""","Total","$8,840,545"
"The Bridge Academy District","=""2690013""","Teacher Salaries","$226,325"
"The Bridge Academy District","=""2690013""","Instructional Aide Salaries","$25,900"
"The Bridge Academy District","=""2690013""","Other Salaries","$0"
"The Bridge Academy District","=""2690013""","Employee Benefits","$63,056"
"The Bridge Academy District","=""2690013""","Purchased Services Other Than Transportation","$0"
"The Bridge Academy District","=""2690013""","Special Education Tuition","$0"
"The Bridge Academy District","=""2690013""","Supplies","$0"
"The Bridge Academy District","=""2690013""","Property Services","$0"
"The Bridge Academy District","=""2690013""","Purchased Services For Transportation","$0"
"The Bridge Academy District","=""2690013""","Equipment","$0"
"The Bridge Academy District","=""2690013""","All Other Expenditures","$0"
"The Bridge Academy District","=""2690013""","Total","$315,281"
"Thomaston School District","=""1400011""","Teacher Salaries","$1,209,212"
"Thomaston School District","=""1400011""","Instructional Aide Salaries","$393,227"
"Thomaston School District","=""1400011""","Other Salaries","$194,636"
"Thomaston School District","=""1400011""","Employee Benefits","$372,560"
"Thomaston School District","=""1400011""","Purchased Services Other Than Transportation","$549,204"
"Thomaston School District","=""1400011""","Special Education Tuition","$879,870"
"Thomaston School District","=""1400011""","Supplies","$52,784"
"Thomaston School District","=""1400011""","Property Services","$0"
"Thomaston School District","=""1400011""","Purchased Services For Transportation","$262,047"
"Thomaston School District","=""1400011""","Equipment","$0"
"Thomaston School District","=""1400011""","All Other Expenditures","$2,167"
"Thomaston School District","=""1400011""","Total","$3,915,707"
"Thompson School District","=""1410011""","Teacher Salaries","$1,370,347"
"Thompson School District","=""1410011""","Instructional Aide Salaries","$463,974"
"Thompson School District","=""1410011""","Other Salaries","$265,739"
"Thompson School District","=""1410011""","Employee Benefits","$765,203"
"Thompson School District","=""1410011""","Purchased Services Other Than Transportation","$425,171"
"Thompson School District","=""1410011""","Special Education Tuition","$1,503,844"
"Thompson School District","=""1410011""","Supplies","$32,106"
"Thompson School District","=""1410011""","Property Services","$441,067"
"Thompson School District","=""1410011""","Purchased Services For Transportation","$59,762"
"Thompson School District","=""1410011""","Equipment","$3,337"
"Thompson School District","=""1410011""","All Other Expenditures","$0"
"Thompson School District","=""1410011""","Total","$5,330,550"
"Tolland School District","=""1420011""","Teacher Salaries","$3,111,883"
"Tolland School District","=""1420011""","Instructional Aide Salaries","$0"
"Tolland School District","=""1420011""","Other Salaries","$2,431,840"
"Tolland School District","=""1420011""","Employee Benefits","$1,666,446"
"Tolland School District","=""1420011""","Purchased Services Other Than Transportation","$630,534"
"Tolland School District","=""1420011""","Special Education Tuition","$979,763"
"Tolland School District","=""1420011""","Supplies","$78,495"
"Tolland School District","=""1420011""","Property Services","$0"
"Tolland School District","=""1420011""","Purchased Services For Transportation","$748,213"
"Tolland School District","=""1420011""","Equipment","$735"
"Tolland School District","=""1420011""","All Other Expenditures","$0"
"Tolland School District","=""1420011""","Total","$9,647,910"
"Torrington School District","=""1430011""","Teacher Salaries","$2,906,326"
"Torrington School District","=""1430011""","Instructional Aide Salaries","$2,164,102"
"Torrington School District","=""1430011""","Other Salaries","$2,274,911"
"Torrington School District","=""1430011""","Employee Benefits","$2,871,817"
"Torrington School District","=""1430011""","Purchased Services Other Than Transportation","$735,687"
"Torrington School District","=""1430011""","Special Education Tuition","$9,113,138"
"Torrington School District","=""1430011""","Supplies","$102,345"
"Torrington School District","=""1430011""","Property Services","$23,587"
"Torrington School District","=""1430011""","Purchased Services For Transportation","$1,230,792"
"Torrington School District","=""1430011""","Equipment","$941"
"Torrington School District","=""1430011""","All Other Expenditures","$1,837"
"Torrington School District","=""1430011""","Total","$21,425,483"
"Trumbull School District","=""1440011""","Teacher Salaries","$10,759,304"
"Trumbull School District","=""1440011""","Instructional Aide Salaries","$0"
"Trumbull School District","=""1440011""","Other Salaries","$4,604,850"
"Trumbull School District","=""1440011""","Employee Benefits","$3,743,825"
"Trumbull School District","=""1440011""","Purchased Services Other Than Transportation","$615,616"
"Trumbull School District","=""1440011""","Special Education Tuition","$4,678,976"
"Trumbull School District","=""1440011""","Supplies","$142,893"
"Trumbull School District","=""1440011""","Property Services","$0"
"Trumbull School District","=""1440011""","Purchased Services For Transportation","$2,201,814"
"Trumbull School District","=""1440011""","Equipment","$28,470"
"Trumbull School District","=""1440011""","All Other Expenditures","$1,054"
"Trumbull School District","=""1440011""","Total","$26,776,802"
"Union School District","=""1450011""","Teacher Salaries","$105,021"
"Union School District","=""1450011""","Instructional Aide Salaries","$63,586"
"Union School District","=""1450011""","Other Salaries","$23,155"
"Union School District","=""1450011""","Employee Benefits","$38,548"
"Union School District","=""1450011""","Purchased Services Other Than Transportation","$80,604"
"Union School District","=""1450011""","Special Education Tuition","$45,097"
"Union School District","=""1450011""","Supplies","$4,670"
"Union School District","=""1450011""","Property Services","$0"
"Union School District","=""1450011""","Purchased Services For Transportation","$0"
"Union School District","=""1450011""","Equipment","$480"
"Union School District","=""1450011""","All Other Expenditures","$0"
"Union School District","=""1450011""","Total","$361,160"
"Vernon School District","=""1460011""","Teacher Salaries","$2,983,781"
"Vernon School District","=""1460011""","Instructional Aide Salaries","$1,955,950"
"Vernon School District","=""1460011""","Other Salaries","$2,997,393"
"Vernon School District","=""1460011""","Employee Benefits","$1,063,888"
"Vernon School District","=""1460011""","Purchased Services Other Than Transportation","$351,723"
"Vernon School District","=""1460011""","Special Education Tuition","$3,101,182"
"Vernon School District","=""1460011""","Supplies","$65,661"
"Vernon School District","=""1460011""","Property Services","$0"
"Vernon School District","=""1460011""","Purchased Services For Transportation","$1,227,927"
"Vernon School District","=""1460011""","Equipment","$0"
"Vernon School District","=""1460011""","All Other Expenditures","$0"
"Vernon School District","=""1460011""","Total","$13,747,504"
"Voluntown School District","=""1470011""","Teacher Salaries","$408,645"
"Voluntown School District","=""1470011""","Instructional Aide Salaries","$258,232"
"Voluntown School District","=""1470011""","Other Salaries","$25,052"
"Voluntown School District","=""1470011""","Employee Benefits","$152,631"
"Voluntown School District","=""1470011""","Purchased Services Other Than Transportation","$192,760"
"Voluntown School District","=""1470011""","Special Education Tuition","$932,618"
"Voluntown School District","=""1470011""","Supplies","$14,654"
"Voluntown School District","=""1470011""","Property Services","$42,538"
"Voluntown School District","=""1470011""","Purchased Services For Transportation","$19,240"
"Voluntown School District","=""1470011""","Equipment","$1,675"
"Voluntown School District","=""1470011""","All Other Expenditures","$500"
"Voluntown School District","=""1470011""","Total","$2,048,546"
"Wallingford School District","=""1480011""","Teacher Salaries","$10,704,297"
"Wallingford School District","=""1480011""","Instructional Aide Salaries","$2,780,839"
"Wallingford School District","=""1480011""","Other Salaries","$848,791"
"Wallingford School District","=""1480011""","Employee Benefits","$2,848,946"
"Wallingford School District","=""1480011""","Purchased Services Other Than Transportation","$2,320,872"
"Wallingford School District","=""1480011""","Special Education Tuition","$6,386,835"
"Wallingford School District","=""1480011""","Supplies","$216,277"
"Wallingford School District","=""1480011""","Property Services","$2,486"
"Wallingford School District","=""1480011""","Purchased Services For Transportation","$1,948,432"
"Wallingford School District","=""1480011""","Equipment","$28,244"
"Wallingford School District","=""1480011""","All Other Expenditures","$550"
"Wallingford School District","=""1480011""","Total","$28,086,570"
"Waterbury School District","=""1510011""","Teacher Salaries","$19,199,743"
"Waterbury School District","=""1510011""","Instructional Aide Salaries","$0"
"Waterbury School District","=""1510011""","Other Salaries","$12,780,408"
"Waterbury School District","=""1510011""","Employee Benefits","$15,861,947"
"Waterbury School District","=""1510011""","Purchased Services Other Than Transportation","$4,671,835"
"Waterbury School District","=""1510011""","Special Education Tuition","$8,108,783"
"Waterbury School District","=""1510011""","Supplies","$490,896"
"Waterbury School District","=""1510011""","Property Services","$0"
"Waterbury School District","=""1510011""","Purchased Services For Transportation","$6,017,309"
"Waterbury School District","=""1510011""","Equipment","$16,970"
"Waterbury School District","=""1510011""","All Other Expenditures","$848"
"Waterbury School District","=""1510011""","Total","$67,148,739"
"Waterford School District","=""1520011""","Teacher Salaries","$5,078,626"
"Waterford School District","=""1520011""","Instructional Aide Salaries","$1,990,678"
"Waterford School District","=""1520011""","Other Salaries","$289,937"
"Waterford School District","=""1520011""","Employee Benefits","$2,255,727"
"Waterford School District","=""1520011""","Purchased Services Other Than Transportation","$565,278"
"Waterford School District","=""1520011""","Special Education Tuition","$2,271,198"
"Waterford School District","=""1520011""","Supplies","$16,969"
"Waterford School District","=""1520011""","Property Services","$23,814"
"Waterford School District","=""1520011""","Purchased Services For Transportation","$519,209"
"Waterford School District","=""1520011""","Equipment","$4,040"
"Waterford School District","=""1520011""","All Other Expenditures","$62,525"
"Waterford School District","=""1520011""","Total","$13,078,000"
"Watertown School District","=""1530011""","Teacher Salaries","$4,039,539"
"Watertown School District","=""1530011""","Instructional Aide Salaries","$1,588,832"
"Watertown School District","=""1530011""","Other Salaries","$558,927"
"Watertown School District","=""1530011""","Employee Benefits","$1,772,406"
"Watertown School District","=""1530011""","Purchased Services Other Than Transportation","$2,466,724"
"Watertown School District","=""1530011""","Special Education Tuition","$2,944,029"
"Watertown School District","=""1530011""","Supplies","$45,720"
"Watertown School District","=""1530011""","Property Services","$11,647"
"Watertown School District","=""1530011""","Purchased Services For Transportation","$1,276,409"
"Watertown School District","=""1530011""","Equipment","$0"
"Watertown School District","=""1530011""","All Other Expenditures","$0"
"Watertown School District","=""1530011""","Total","$14,704,232"
"West Hartford School District","=""1550011""","Teacher Salaries","$15,771,032"
"West Hartford School District","=""1550011""","Instructional Aide Salaries","$5,519,232"
"West Hartford School District","=""1550011""","Other Salaries","$3,183,867"
"West Hartford School District","=""1550011""","Employee Benefits","$7,353,388"
"West Hartford School District","=""1550011""","Purchased Services Other Than Transportation","$1,903,091"
"West Hartford School District","=""1550011""","Special Education Tuition","$10,610,094"
"West Hartford School District","=""1550011""","Supplies","$230,742"
"West Hartford School District","=""1550011""","Property Services","$12,103"
"West Hartford School District","=""1550011""","Purchased Services For Transportation","$3,739,613"
"West Hartford School District","=""1550011""","Equipment","$50,865"
"West Hartford School District","=""1550011""","All Other Expenditures","$0"
"West Hartford School District","=""1550011""","Total","$48,374,026"
"West Haven School District","=""1560011""","Teacher Salaries","$8,717,173"
"West Haven School District","=""1560011""","Instructional Aide Salaries","$3,556,725"
"West Haven School District","=""1560011""","Other Salaries","$444,368"
"West Haven School District","=""1560011""","Employee Benefits","$3,779,667"
"West Haven School District","=""1560011""","Purchased Services Other Than Transportation","$458,186"
"West Haven School District","=""1560011""","Special Education Tuition","$11,577,396"
"West Haven School District","=""1560011""","Supplies","$75,921"
"West Haven School District","=""1560011""","Property Services","$0"
"West Haven School District","=""1560011""","Purchased Services For Transportation","$1,223,336"
"West Haven School District","=""1560011""","Equipment","$0"
"West Haven School District","=""1560011""","All Other Expenditures","$0"
"West Haven School District","=""1560011""","Total","$29,832,772"
"Westbrook School District","=""1540011""","Teacher Salaries","$2,066,936"
"Westbrook School District","=""1540011""","Instructional Aide Salaries","$621,517"
"Westbrook School District","=""1540011""","Other Salaries","$5,130"
"Westbrook School District","=""1540011""","Employee Benefits","$795,119"
"Westbrook School District","=""1540011""","Purchased Services Other Than Transportation","$226,489"
"Westbrook School District","=""1540011""","Special Education Tuition","$884,681"
"Westbrook School District","=""1540011""","Supplies","$16,090"
"Westbrook School District","=""1540011""","Property Services","$600"
"Westbrook School District","=""1540011""","Purchased Services For Transportation","$253,562"
"Westbrook School District","=""1540011""","Equipment","$797"
"Westbrook School District","=""1540011""","All Other Expenditures","$1,487"
"Westbrook School District","=""1540011""","Total","$4,872,408"
"Weston School District","=""1570011""","Teacher Salaries","$3,453,027"
"Weston School District","=""1570011""","Instructional Aide Salaries","$1,671,553"
"Weston School District","=""1570011""","Other Salaries","$2,056,344"
"Weston School District","=""1570011""","Employee Benefits","$2,161,418"
"Weston School District","=""1570011""","Purchased Services Other Than Transportation","$984,354"
"Weston School District","=""1570011""","Special Education Tuition","$2,498,094"
"Weston School District","=""1570011""","Supplies","$39,668"
"Weston School District","=""1570011""","Property Services","$0"
"Weston School District","=""1570011""","Purchased Services For Transportation","$432,206"
"Weston School District","=""1570011""","Equipment","$42,947"
"Weston School District","=""1570011""","All Other Expenditures","$250"
"Weston School District","=""1570011""","Total","$13,339,861"
"Westport School District","=""1580011""","Teacher Salaries","$10,532,755"
"Westport School District","=""1580011""","Instructional Aide Salaries","$0"
"Westport School District","=""1580011""","Other Salaries","$5,203,877"
"Westport School District","=""1580011""","Employee Benefits","$3,560,198"
"Westport School District","=""1580011""","Purchased Services Other Than Transportation","$1,048,077"
"Westport School District","=""1580011""","Special Education Tuition","$4,015,234"
"Westport School District","=""1580011""","Supplies","$118,439"
"Westport School District","=""1580011""","Property Services","$0"
"Westport School District","=""1580011""","Purchased Services For Transportation","$1,434,587"
"Westport School District","=""1580011""","Equipment","$26,265"
